,value,group
7498,1.09,Beef Products
7499,2.6,Beef Products
7500,4.66,Beef Products
7501,1.53,Beef Products
7502,3.4,Beef Products
7503,3.0,Beef Products
7504,5.02,Beef Products
7505,4.28,Beef Products
7506,5.28,Beef Products
7507,4.64,Beef Products
7508,4.9,Beef Products
7509,3.95,Beef Products
7510,4.08,Beef Products
7511,3.41,Beef Products
7512,2.76,Beef Products
7513,0.43,Beef Products
7514,0.36,Beef Products
7515,1.2,Beef Products
7516,1.0,Beef Products
7517,3.34,Beef Products
7518,4.46,Beef Products
7519,2.34,Beef Products
7520,4.2,Beef Products
7521,2.7,Beef Products
7522,2.39,Beef Products
7523,1.72,Beef Products
7524,5.93,Beef Products
7525,3.46,Beef Products
7526,3.61,Beef Products
7527,2.66,Beef Products
7528,4.73,Beef Products
7529,2.51,Beef Products
7530,7.18,Beef Products
7531,4.44,Beef Products
7532,4.56,Beef Products
7533,3.32,Beef Products
7534,3.92,Beef Products
7535,2.72,Beef Products
7536,6.73,Beef Products
7537,4.19,Beef Products
7538,4.33,Beef Products
7539,5.22,Beef Products
7540,5.85,Beef Products
7541,3.66,Beef Products
7542,5.27,Beef Products
7543,4.05,Beef Products
7544,3.46,Beef Products
7545,3.43,Beef Products
7546,2.92,Beef Products
7547,2.31,Beef Products
7548,3.33,Beef Products
7549,2.32,Beef Products
7550,4.97,Beef Products
7551,6.41,Beef Products
7552,6.4,Beef Products
7553,6.78,Beef Products
7554,6.97,Beef Products
7555,5.21,Beef Products
7556,6.45,Beef Products
7557,6.5,Beef Products
7558,6.94,Beef Products
7559,7.15,Beef Products
7560,4.74,Beef Products
7561,4.59,Beef Products
7562,5.8,Beef Products
7563,4.86,Beef Products
7564,4.59,Beef Products
7565,5.84,Beef Products
7566,4.82,Beef Products
7567,5.36,Beef Products
7568,5.08,Beef Products
7569,4.76,Beef Products
7570,5.5,Beef Products
7571,4.67,Beef Products
7572,8.32,Beef Products
7573,6.28,Beef Products
7574,5.26,Beef Products
7575,5.44,Beef Products
7576,4.12,Beef Products
7577,3.59,Beef Products
7578,7.83,Beef Products
7579,8.92,Beef Products
7580,4.83,Beef Products
7581,6.39,Beef Products
7582,6.39,Beef Products
7583,8.19,Beef Products
7584,7.87,Beef Products
7585,7.83,Beef Products
7586,7.81,Beef Products
7587,8.76,Beef Products
7588,8.68,Beef Products
7589,5.95,Beef Products
7590,6.16,Beef Products
7591,7.89,Beef Products
7592,8.27,Beef Products
7593,7.23,Beef Products
7594,5.51,Beef Products
7595,7.05,Beef Products
7596,7.82,Beef Products
7597,8.73,Beef Products
7598,6.04,Beef Products
7599,8.04,Beef Products
7600,5.09,Beef Products
7601,6.43,Beef Products
7602,6.45,Beef Products
7603,7.06,Beef Products
7604,6.86,Beef Products
7605,4.79,Beef Products
7606,6.37,Beef Products
7607,6.33,Beef Products
7608,6.84,Beef Products
7609,6.65,Beef Products
7610,4.48,Beef Products
7611,6.31,Beef Products
7612,6.2,Beef Products
7613,6.62,Beef Products
7614,6.45,Beef Products
7615,4.18,Beef Products
7616,6.25,Beef Products
7617,6.07,Beef Products
7618,6.4,Beef Products
7619,6.24,Beef Products
7620,3.87,Beef Products
7621,6.19,Beef Products
7622,5.95,Beef Products
7623,6.17,Beef Products
7624,6.04,Beef Products
7625,3.96,Beef Products
7626,3.97,Beef Products
7627,4.0,Beef Products
7628,4.05,Beef Products
7629,5.69,Beef Products
7630,5.37,Beef Products
7631,5.37,Beef Products
7632,5.38,Beef Products
7633,4.92,Beef Products
7634,5.06,Beef Products
7635,5.57,Beef Products
7636,5.98,Beef Products
7637,4.22,Beef Products
7638,7.98,Beef Products
7639,5.52,Beef Products
7640,4.3,Beef Products
7641,5.06,Beef Products
7642,4.01,Beef Products
7643,5.38,Beef Products
7644,4.01,Beef Products
7645,8.32,Beef Products
7646,5.55,Beef Products
7647,4.82,Beef Products
7648,5.9,Beef Products
7649,5.41,Beef Products
7650,4.1,Beef Products
7651,5.54,Beef Products
7652,4.36,Beef Products
7653,5.46,Beef Products
7654,4.04,Beef Products
7655,5.48,Beef Products
7656,5.53,Beef Products
7657,8.2,Beef Products
7658,7.76,Beef Products
7659,4.28,Beef Products
7660,4.29,Beef Products
7661,4.16,Beef Products
7662,4.82,Beef Products
7663,5.16,Beef Products
7664,5.62,Beef Products
7665,5.95,Beef Products
7666,4.13,Beef Products
7667,4.13,Beef Products
7668,4.14,Beef Products
7669,5.31,Beef Products
7670,4.22,Beef Products
7671,5.4,Beef Products
7672,5.58,Beef Products
7673,5.47,Beef Products
7674,5.68,Beef Products
7675,5.57,Beef Products
7676,8.43,Beef Products
7677,8.19,Beef Products
7678,4.46,Beef Products
7679,4.57,Beef Products
7680,4.42,Beef Products
7681,5.49,Beef Products
7682,1.71,Beef Products
7683,3.85,Beef Products
7684,4.9,Beef Products
7685,3.92,Beef Products
7686,5.0,Beef Products
7687,3.85,Beef Products
7688,3.89,Beef Products
7689,3.87,Beef Products
7690,4.13,Beef Products
7691,5.09,Beef Products
7692,5.09,Beef Products
7693,3.94,Beef Products
7694,3.83,Beef Products
7695,4.42,Beef Products
7696,4.23,Beef Products
7697,6.47,Beef Products
7698,2.8,Snacks
7699,3.83,Snacks
7700,0.19,Snacks
7701,9.55,Snacks
7702,9.55,Snacks
7703,13.57,Snacks
7705,11.88,Snacks
7708,0.53,Snacks
7709,1.65,Snacks
7710,2.16,Snacks
7711,6.56,Snacks
7712,11.88,Snacks
7713,9.96,Snacks
7715,5.73,Snacks
7716,9.72,Snacks
7717,1.38,Snacks
7718,1.34,Snacks
7719,0.94,Snacks
7720,1.5,Snacks
7721,2.32,Snacks
7722,0.37,Snacks
7723,1.46,Snacks
7724,1.15,Snacks
7725,7.5,Snacks
7726,1.4,Snacks
7727,1.6,Snacks
7728,4.83,Snacks
7729,1.34,Snacks
7730,1.92,Snacks
7731,0.96,Snacks
7732,1.41,Snacks
7733,1.42,Snacks
7734,0.5,Snacks
7735,2.86,Snacks
7736,0.86,Snacks
7737,1.96,Snacks
7738,1.0,Snacks
7739,3.28,Snacks
7740,0.85,Snacks
7741,4.41,Snacks
7742,1.23,Snacks
7743,1.77,Snacks
7744,1.58,Snacks
7745,1.35,Snacks
7746,1.2,Snacks
7747,3.0,Snacks
7748,1.33,Snacks
7749,2.64,Snacks
7750,0.91,Snacks
7751,1.51,Snacks
7752,0.09,Snacks
7753,3.31,Snacks
7754,2.39,Snacks
7755,3.52,Snacks
7756,1.38,Snacks
7757,2.2,Snacks
7758,0.09,"Soups, Sauces, and Gravies"
7759,0.22,"Soups, Sauces, and Gravies"
7760,0.12,"Soups, Sauces, and Gravies"
7770,0.2,"Soups, Sauces, and Gravies"
7779,0.18,"Soups, Sauces, and Gravies"
7780,0.74,"Soups, Sauces, and Gravies"
7781,0.23,"Soups, Sauces, and Gravies"
7782,0.27,"Soups, Sauces, and Gravies"
7783,0.18,"Soups, Sauces, and Gravies"
7784,0.41,"Soups, Sauces, and Gravies"
7785,0.21,"Soups, Sauces, and Gravies"
7786,0.25,"Soups, Sauces, and Gravies"
7787,0.34,"Soups, Sauces, and Gravies"
7788,0.12,"Soups, Sauces, and Gravies"
7789,0.09,"Soups, Sauces, and Gravies"
7790,0.38,"Soups, Sauces, and Gravies"
7791,0.41,"Soups, Sauces, and Gravies"
7792,0.3,"Soups, Sauces, and Gravies"
7793,0.44,"Soups, Sauces, and Gravies"
7794,0.19,"Soups, Sauces, and Gravies"
7795,0.17,"Soups, Sauces, and Gravies"
7796,0.22,"Soups, Sauces, and Gravies"
7797,0.12,"Soups, Sauces, and Gravies"
7798,0.78,"Soups, Sauces, and Gravies"
7799,0.24,"Soups, Sauces, and Gravies"
7800,0.08,"Soups, Sauces, and Gravies"
7801,0.5,"Soups, Sauces, and Gravies"
7802,0.09,"Soups, Sauces, and Gravies"
7803,0.61,"Soups, Sauces, and Gravies"
7804,0.69,"Soups, Sauces, and Gravies"
7805,0.17,"Soups, Sauces, and Gravies"
7806,0.08,"Soups, Sauces, and Gravies"
7807,0.69,"Soups, Sauces, and Gravies"
7808,0.5,Baked Products
7809,0.4,Baked Products
7810,0.4,Baked Products
7811,0.0,Baked Products
7812,0.1,Baked Products
7813,0.0,Baked Products
7814,0.0,Baked Products
7815,0.4,Baked Products
7816,0.4,Baked Products
7817,0.4,Baked Products
7818,0.5,Baked Products
7819,0.4,Baked Products
7820,0.4,Baked Products
7821,4.3,Baked Products
7822,0.4,Baked Products
7823,0.5,Baked Products
7824,0.4,Baked Products
7825,0.5,Baked Products
7826,0.9,Baked Products
7827,0.6,Baked Products
7828,0.6,Baked Products
7829,0.9,Baked Products
7830,0.4,Baked Products
7831,0.4,Baked Products
7832,0.4,Baked Products
7833,0.3,Baked Products
7834,0.4,Baked Products
7835,0.5,Baked Products
7836,1.0,Baked Products
7837,0.4,Baked Products
7838,0.5,Baked Products
7840,0.5,Baked Products
7841,0.2,Baked Products
7843,0.3,Baked Products
7844,0.1,Baked Products
7845,0.4,Baked Products
7846,0.4,Baked Products
7847,1.1,Baked Products
7849,1.0,Baked Products
7850,0.4,Baked Products
7852,0.4,Baked Products
7853,0.4,Baked Products
7854,0.6,Baked Products
7855,0.2,Baked Products
7859,0.9,Baked Products
7860,0.5,Baked Products
7861,0.5,Baked Products
7862,0.5,Baked Products
7863,0.8,Baked Products
7864,0.6,Baked Products
7865,0.8,Baked Products
7866,0.5,Baked Products
7867,0.6,Baked Products
7868,0.25,Baked Products
7869,0.2,Baked Products
7870,0.7,Baked Products
7871,0.6,Baked Products
7872,1.3,Baked Products
7878,0.2,Baked Products
7879,0.2,Baked Products
7880,0.6,Baked Products
7882,0.1,Baked Products
7883,0.1,Baked Products
7884,0.5,Baked Products
7885,0.6,Baked Products
7886,0.2,Baked Products
7887,0.4,Baked Products
7888,0.3,Baked Products
7889,0.5,Baked Products
7891,0.8,Baked Products
7892,0.3,Baked Products
7893,0.4,Baked Products
7894,0.2,Baked Products
7895,0.2,Baked Products
7896,0.2,Baked Products
7897,0.2,Baked Products
7898,0.2,Baked Products
7900,0.6,Baked Products
7901,0.3,Baked Products
7902,0.4,Baked Products
7903,0.2,Baked Products
7904,0.9,Baked Products
7905,1.2,Baked Products
7906,0.8,Baked Products
7907,0.6,Baked Products
7908,1.4,Baked Products
7909,1.3,Baked Products
7913,0.2,Baked Products
7917,0.7,Baked Products
7918,0.4,Baked Products
7919,0.1,Baked Products
7921,0.6,Baked Products
7922,0.1,Baked Products
7923,0.2,Baked Products
7924,0.4,Baked Products
7925,0.5,Baked Products
7926,0.5,Baked Products
7928,0.8,Baked Products
7929,0.7,Baked Products
7930,0.6,Baked Products
7931,0.7,Baked Products
7932,0.6,Baked Products
7933,0.5,Baked Products
7934,0.5,Baked Products
7935,0.5,Baked Products
7936,0.5,Baked Products
7938,0.5,Baked Products
7945,0.7,Baked Products
7947,0.0,Baked Products
7948,0.8,Baked Products
7952,0.1,Baked Products
7953,0.3,Baked Products
7954,0.3,Baked Products
7955,0.2,Baked Products
7959,0.7,Baked Products
7960,0.7,Baked Products
7962,1.1,Baked Products
7963,1.2,Baked Products
7964,0.87,Baked Products
7965,2.0,Baked Products
7966,1.0,Baked Products
7967,0.3,Baked Products
7968,0.3,Baked Products
7969,0.3,Baked Products
7970,0.3,Baked Products
7971,0.3,Baked Products
7972,0.5,Baked Products
7974,0.3,Baked Products
7975,0.3,Baked Products
7976,0.3,Baked Products
7977,0.3,Baked Products
7978,0.3,Baked Products
7979,0.3,Baked Products
7980,0.3,Baked Products
7982,0.5,Baked Products
7983,0.3,Baked Products
7984,0.3,Baked Products
7985,0.3,Baked Products
7986,0.5,Baked Products
7987,0.6,Baked Products
7988,0.5,Baked Products
7989,0.4,Baked Products
7990,1.0,Baked Products
7991,1.0,Baked Products
7992,0.4,Baked Products
7993,1.1,Baked Products
7994,2.3,Baked Products
7995,0.3,Baked Products
7996,0.3,Baked Products
7997,0.4,Baked Products
7998,0.3,Baked Products
7999,0.4,Baked Products
8000,0.6,Baked Products
8001,0.4,Baked Products
8002,0.5,Baked Products
8003,0.4,Baked Products
8004,0.4,Baked Products
8005,0.3,Baked Products
8006,0.2,Baked Products
8007,0.4,Baked Products
8008,0.7,Baked Products
8009,0.3,Baked Products
8010,0.3,Baked Products
8011,0.4,Baked Products
8012,0.5,Baked Products
8014,0.5,Baked Products
8015,0.5,Baked Products
8016,0.3,Baked Products
8017,0.3,Baked Products
8018,0.4,Baked Products
8019,0.3,Baked Products
8020,0.7,Baked Products
8021,0.5,Baked Products
8022,0.2,Baked Products
8023,1.0,Baked Products
8024,0.6,Baked Products
8025,0.3,Baked Products
8026,0.3,Baked Products
8028,0.6,Baked Products
8029,0.3,Baked Products
8030,0.3,Baked Products
8031,0.5,Baked Products
8032,0.4,Baked Products
8033,0.4,Baked Products
8036,0.7,Baked Products
8037,0.7,Baked Products
8038,0.7,Baked Products
8040,0.7,Baked Products
8046,0.7,Baked Products
8048,0.8,Baked Products
8052,0.3,Baked Products
8053,0.6,Baked Products
8056,0.65,Baked Products
8061,0.0,Baked Products
8062,0.4,Baked Products
8063,0.2,Baked Products
8064,0.3,Baked Products
8065,0.5,Baked Products
8066,0.2,Baked Products
8069,0.4,Baked Products
8071,0.3,Baked Products
8072,0.5,Baked Products
8073,0.5,Baked Products
8074,0.3,Baked Products
8075,0.3,Baked Products
8077,0.4,Baked Products
8078,0.2,Baked Products
8079,0.6,Baked Products
8080,0.3,Baked Products
8081,0.3,Baked Products
8082,0.7,Baked Products
8083,0.6,Baked Products
8087,1.54,Baked Products
8088,0.82,Baked Products
8089,1.24,Baked Products
8090,0.88,Baked Products
8091,0.5,Baked Products
8092,0.2,Baked Products
8093,0.24,Baked Products
8094,0.98,Baked Products
8095,0.2,Baked Products
8096,0.3,Baked Products
8097,1.92,Baked Products
8098,0.73,Baked Products
8099,0.49,Baked Products
8100,0.46,Baked Products
8101,0.49,Baked Products
8102,0.67,Baked Products
8103,1.05,Baked Products
8104,1.16,Baked Products
8105,1.84,Baked Products
8106,1.17,Baked Products
8107,0.52,Baked Products
8108,1.57,Baked Products
8109,0.81,Baked Products
8110,1.11,Baked Products
8111,0.73,Baked Products
8112,0.49,Baked Products
8113,0.61,Baked Products
8114,1.17,Baked Products
8115,1.71,Baked Products
8116,0.67,Baked Products
8117,0.49,Baked Products
8118,1.25,Baked Products
8119,1.36,Baked Products
8120,1.16,Baked Products
8121,1.62,Baked Products
8122,0.97,Baked Products
8123,2.05,Baked Products
8124,1.52,Baked Products
8125,0.6,Baked Products
8126,1.64,Baked Products
8127,1.94,Baked Products
8128,2.05,Baked Products
8129,0.65,Baked Products
8130,0.69,Baked Products
8131,0.67,Baked Products
8132,1.11,Baked Products
8133,1.09,Baked Products
8134,0.66,Baked Products
8135,0.78,Baked Products
8136,0.03,Baked Products
8137,0.23,Baked Products
8138,0.26,Baked Products
8139,0.48,Baked Products
8140,0.51,Baked Products
8141,0.58,Baked Products
8142,0.7,Baked Products
8143,0.56,Baked Products
8144,0.77,Baked Products
8145,1.35,Baked Products
8146,0.44,Baked Products
8147,2.64,Baked Products
8148,0.5,Baked Products
8149,0.55,Baked Products
8150,0.85,Baked Products
8151,0.61,Baked Products
8152,0.9,Baked Products
8153,0.61,Baked Products
8154,0.37,Baked Products
8155,0.77,Baked Products
8156,2.5,Baked Products
8157,0.66,Baked Products
8158,0.18,Baked Products
8159,0.03,Baked Products
8160,0.78,Baked Products
8161,2.95,Baked Products
8162,1.45,Baked Products
8163,0.81,Baked Products
8164,0.97,Baked Products
8165,1.32,Baked Products
8166,1.04,Baked Products
8167,0.26,Baked Products
8168,0.29,Baked Products
8169,0.56,Baked Products
8170,0.47,Baked Products
8171,0.7,Baked Products
8172,0.51,Baked Products
8173,0.58,Baked Products
8174,1.35,Baked Products
8175,0.55,Baked Products
8176,0.54,Baked Products
8177,1.72,Baked Products
8198,1.7,Baked Products
8199,0.64,Baked Products
8206,0.62,Vegetables and Vegetable Products
8213,0.12,Vegetables and Vegetable Products
8215,2.53,Vegetables and Vegetable Products
8216,0.31,Vegetables and Vegetable Products
8217,0.38,Vegetables and Vegetable Products
8218,0.63,Vegetables and Vegetable Products
8219,0.38,Vegetables and Vegetable Products
8228,0.08,Vegetables and Vegetable Products
8229,0.04,Vegetables and Vegetable Products
8230,0.09,Vegetables and Vegetable Products
8231,3.47,Vegetables and Vegetable Products
8232,0.3,Vegetables and Vegetable Products
8233,1.34,"Meals, Entrees, and Side Dishes"
8234,0.42,"Meals, Entrees, and Side Dishes"
8235,1.01,"Meals, Entrees, and Side Dishes"
8236,0.39,"Meals, Entrees, and Side Dishes"
8237,1.3,"Meals, Entrees, and Side Dishes"
8238,0.65,"Meals, Entrees, and Side Dishes"
8239,0.71,"Meals, Entrees, and Side Dishes"
8240,1.05,"Meals, Entrees, and Side Dishes"
8241,0.82,"Meals, Entrees, and Side Dishes"
8242,0.99,"Meals, Entrees, and Side Dishes"
8243,0.84,"Meals, Entrees, and Side Dishes"
8244,1.21,"Meals, Entrees, and Side Dishes"
8245,0.73,"Meals, Entrees, and Side Dishes"
8246,1.67,"Meals, Entrees, and Side Dishes"
8247,1.34,"Meals, Entrees, and Side Dishes"
8248,1.26,"Meals, Entrees, and Side Dishes"
8249,1.23,"Meals, Entrees, and Side Dishes"
8250,0.98,"Meals, Entrees, and Side Dishes"
8251,1.03,"Meals, Entrees, and Side Dishes"
8252,0.63,"Meals, Entrees, and Side Dishes"
8253,1.39,"Meals, Entrees, and Side Dishes"
8254,0.3,"Meals, Entrees, and Side Dishes"
8255,0.0,"Meals, Entrees, and Side Dishes"
8256,0.3,"Meals, Entrees, and Side Dishes"
8257,1.45,"Meals, Entrees, and Side Dishes"
8258,0.44,"Meals, Entrees, and Side Dishes"
8259,1.04,"Meals, Entrees, and Side Dishes"
8260,1.51,"Meals, Entrees, and Side Dishes"
8261,0.99,"Meals, Entrees, and Side Dishes"
8262,5.39,"Meals, Entrees, and Side Dishes"
8263,0.2,"Meals, Entrees, and Side Dishes"
8264,0.75,"Meals, Entrees, and Side Dishes"
8265,0.99,"Meals, Entrees, and Side Dishes"
8266,1.12,"Meals, Entrees, and Side Dishes"
8267,0.73,"Meals, Entrees, and Side Dishes"
8268,0.94,"Meals, Entrees, and Side Dishes"
8269,5.1,Baby Foods
8270,5.1,Baby Foods
8271,1.29,Baby Foods
8272,1.28,Baby Foods
8273,5.0,Baby Foods
8274,4.1,Baby Foods
8275,3.9,Baby Foods
8276,4.1,Baby Foods
8277,5.7,Baby Foods
8278,3.84,Baby Foods
8279,4.5,Baby Foods
8280,5.0,Baby Foods
8281,0.98,Baby Foods
8282,0.98,Baby Foods
8283,0.66,Baby Foods
8284,5.1,Baby Foods
8285,0.12,Baby Foods
8286,0.18,American Indian/Alaska Native Foods
8287,3.83,American Indian/Alaska Native Foods
8291,7.8,American Indian/Alaska Native Foods
8293,2.76,American Indian/Alaska Native Foods
8296,0.0,American Indian/Alaska Native Foods
8297,0.15,American Indian/Alaska Native Foods
8303,0.1,American Indian/Alaska Native Foods
8319,0.12,American Indian/Alaska Native Foods
8320,2.8,American Indian/Alaska Native Foods
8322,6.07,American Indian/Alaska Native Foods
8325,1.43,American Indian/Alaska Native Foods
8328,0.0,American Indian/Alaska Native Foods
8345,0.04,American Indian/Alaska Native Foods
8356,0.99,American Indian/Alaska Native Foods
8360,0.76,American Indian/Alaska Native Foods
8361,2.91,American Indian/Alaska Native Foods
8362,0.14,American Indian/Alaska Native Foods
8363,0.19,American Indian/Alaska Native Foods
8364,3.05,American Indian/Alaska Native Foods
8365,3.15,American Indian/Alaska Native Foods
8366,3.24,American Indian/Alaska Native Foods
8367,3.1,American Indian/Alaska Native Foods
8368,0.07,American Indian/Alaska Native Foods
8370,1.46,American Indian/Alaska Native Foods
8371,5.93,American Indian/Alaska Native Foods
8372,0.35,American Indian/Alaska Native Foods
8373,0.32,American Indian/Alaska Native Foods
8374,1.85,American Indian/Alaska Native Foods
8375,1.19,American Indian/Alaska Native Foods
8376,1.87,American Indian/Alaska Native Foods
8377,1.48,American Indian/Alaska Native Foods
8378,1.55,American Indian/Alaska Native Foods
8379,0.61,American Indian/Alaska Native Foods
8380,0.41,American Indian/Alaska Native Foods
8381,0.52,American Indian/Alaska Native Foods
8382,0.54,American Indian/Alaska Native Foods
8383,0.52,American Indian/Alaska Native Foods
8384,0.28,American Indian/Alaska Native Foods
8385,0.2,American Indian/Alaska Native Foods
8386,0.0,American Indian/Alaska Native Foods
8387,0.66,American Indian/Alaska Native Foods
8388,2.1,American Indian/Alaska Native Foods
8389,9.4,American Indian/Alaska Native Foods
8390,9.4,American Indian/Alaska Native Foods
8391,2.1,American Indian/Alaska Native Foods
8392,3.1,American Indian/Alaska Native Foods
8393,5.0,American Indian/Alaska Native Foods
8394,1.1,American Indian/Alaska Native Foods
8395,0.75,American Indian/Alaska Native Foods
8396,0.77,American Indian/Alaska Native Foods
8397,0.6,American Indian/Alaska Native Foods
8398,2.6,American Indian/Alaska Native Foods
8399,1.4,American Indian/Alaska Native Foods
8400,7.79,American Indian/Alaska Native Foods
8401,5.82,American Indian/Alaska Native Foods
8402,3.0,American Indian/Alaska Native Foods
8403,5.0,American Indian/Alaska Native Foods
8404,5.06,American Indian/Alaska Native Foods
8405,4.16,American Indian/Alaska Native Foods
8406,4.8,American Indian/Alaska Native Foods
8407,0.19,American Indian/Alaska Native Foods
8408,1.79,American Indian/Alaska Native Foods
8409,0.57,American Indian/Alaska Native Foods
8410,1.6,American Indian/Alaska Native Foods
8411,3.06,American Indian/Alaska Native Foods
8412,6.7,American Indian/Alaska Native Foods
8413,0.47,American Indian/Alaska Native Foods
8414,0.88,American Indian/Alaska Native Foods
8415,0.53,American Indian/Alaska Native Foods
8416,0.75,American Indian/Alaska Native Foods
8417,1.14,American Indian/Alaska Native Foods
8418,0.15,American Indian/Alaska Native Foods
8419,0.25,American Indian/Alaska Native Foods
8420,12.1,American Indian/Alaska Native Foods
8421,0.24,American Indian/Alaska Native Foods
8422,0.72,American Indian/Alaska Native Foods
8423,0.61,American Indian/Alaska Native Foods
8424,0.14,American Indian/Alaska Native Foods
8426,0.37,American Indian/Alaska Native Foods
8427,0.28,American Indian/Alaska Native Foods
8428,0.47,American Indian/Alaska Native Foods
8429,0.25,American Indian/Alaska Native Foods
8430,0.33,American Indian/Alaska Native Foods
8431,0.34,American Indian/Alaska Native Foods
8432,0.09,American Indian/Alaska Native Foods
8433,2.89,American Indian/Alaska Native Foods
8434,4.3,American Indian/Alaska Native Foods
8435,0.47,American Indian/Alaska Native Foods
8436,4.1,American Indian/Alaska Native Foods
8437,2.9,American Indian/Alaska Native Foods
8438,2.24,American Indian/Alaska Native Foods
8439,3.32,American Indian/Alaska Native Foods
8440,4.26,American Indian/Alaska Native Foods
8442,6.33,American Indian/Alaska Native Foods
8443,2.06,American Indian/Alaska Native Foods
8444,3.75,American Indian/Alaska Native Foods
8445,0.3,American Indian/Alaska Native Foods
8446,0.18,American Indian/Alaska Native Foods
8447,1.27,American Indian/Alaska Native Foods
8448,0.05,American Indian/Alaska Native Foods
8449,0.68,American Indian/Alaska Native Foods
8450,0.82,American Indian/Alaska Native Foods
8451,5.35,Restaurant Foods
8452,0.78,Restaurant Foods
8453,0.49,Restaurant Foods
